"publication_title"	"print_identifier"	"online_identifier"	"date_first_issue_online"	"num_first_vol_online"	"num_first_issue_online"	"date_last_issue_online"	"num_last_vol_online"	"num_last_issue_online"	"title_url"	"first_author"	"title_id"	"embargo_info"	"coverage_depth"	"notes"	"publisher_name"	"publication_type"	"date_monograph_published_print"	"date_monograph_published_online"	"monograph_volume"	"monograph_edition"	"first_editor"	"parent_publication_title_id"	"preceding_publication_title_id"	"access_type"	"OCLC_Control_Number"
"At the Pivot of East and West : Ethnographic, Literary, and Filmic Arts"	"9781478093756; 9781478019893; 9781478017189; 9781478024460"	"10.1215/9781478024460"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75356/1/Fischer_9781478093756_text.pdf"	"Fischer, Michael"	"20.500.12657/75356"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-08-14T12:29:35Z"	""	""	""	""	""	"F"	""
"Sounding the Indian Ocean : Musical Circulations in the Afro-Asiatic Seascape"	"9780520393196; 9780520393172"	"10.1525/luminos.160"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/75894/1/sounding-the-indian-ocean.pdf"	""	"20.500.12657/75894"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"University of California Press"	"monograph"	"2023"	"2023-08-29T11:10:14Z"	""	""	"Sykes, Jim"	""	""	"F"	""
"Rethinking Film Festivals in the Pandemic Era and After"	"9783031141713; 9783031141713"	"10.1007/978-3-031-14171-3"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/60835/1/978-3-031-14171-3.pdf"	""	"20.500.12657/60835"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-01-20T16:54:34Z"	""	""	"de Valck, Marijke"	""	""	"F"	""
"Women's Leadership in Music : Modes, Legacies, Alliances"	"9783839465462; 9783839465462; 9783837665468"	"10.14361/9783839465462"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62279/1/9783839465462.pdf"	""	"20.500.12657/62279"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-sa/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-04-05T11:15:14Z"	"63"	""	"Nenic, Iva"	""	""	"F"	""
"Pandemic Protagonists : Viral (Re)Actions in Pandemic and Corona Fictions"	"9783839466162; 9783839466162; 9783837666168"	"10.14361/9783839466162"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62499/1/9783839466162.pdf"	""	"20.500.12657/62499"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-04-19T08:47:55Z"	"284"	""	"Völkl, Yvonne"	""	""	"F"	""
"Muslim Cultures of the Indian Ocean : Diversity and Pluralism, Past and Present"	"9781474486514; 9781474486491; 9781474486521"	""	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/62324/1/external_content.pdf"	""	"20.500.12657/62324"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Edinburgh University Press"	"monograph"	"2023"	"2023-04-12T05:32:19Z"	""	""	"Pradines, Stephane"	""	""	"F"	""
"The Mediatization of the O.J. Simpson Case : From Reality Television to Filmic Adaptation"	"9783839466247; 9783839466247; 9783837666243; 9783732866243"	"10.14361/9783839466247"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61424/1/9783839466247.pdf"	"Neubauer, Tatjana"	"20.500.12657/61424"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-02-24T15:50:28Z"	"102"	""	""	""	""	"F"	""
"Probing Arts and Emergent Forms of Life"	"9781478093695; 9781478093695; 9781478017059; 9781478019770"	"10.1215/9781478024323"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63471/1/9781478093695.pdf"	"Fischer, Michael M. J."	"20.500.12657/63471"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Duke University Press"	"monograph"	"2023"	"2023-06-19T11:40:38Z"	""	""	""	""	""	"F"	""
"Wits and Interpretation : Keyboard Thoughts"	"9783631890943; 9783631890943; 9783631890950; 9783631889688"	"10.3726/b20238"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/61965/1/9783631890943.pdf"	"Edlund, Bengt"	"20.500.12657/61965"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by/4.0"	"Peter Lang International Academic Publishers"	"monograph"	"2023"	"2023-03-21T11:12:25Z"	""	""	""	""	""	"F"	""
"Actor & Avatar : A Scientific and Artistic Catalog"	"9783839467619; 9783839467619; 9783837667615"	"10.1515/9783839467619"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/74753/1/9783839467619.pdf"	""	"20.500.12657/74753"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"transcript Verlag"	"monograph"	"2023"	"2023-08-02T16:03:14Z"	""	""	"Mersch, Dieter"	""	""	"F"	""
"Personal Data-Smart Cities: How cities can Utilise their Citizen’s Personal Data to Help them Become Climate Neutral"	"9781000891324; 9781000891324; 9788770228008; 9781003399384"	"10.1201/9781003399384"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76049/1/9781000891324.pdf"	""	"20.500.12657/76049"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc/4.0"	"Taylor & Francis"	"monograph"	"2023"	"2023-08-31T13:30:32Z"	""	""	"Topham, Shaun"	""	""	"F"	""
"How Hip Hop Became Hit Pop : Radio, Rap, and Race"	"9780520383920; 9780520383920; 9780520383937"	"10.1525/luminos.165"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76431/1/9780520383920.pdf"	"Coddington, Amy"	"20.500.12657/76431"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by-nc-nd/4.0"	"University of California Press"	"monograph"	"2023"	"2023-09-26T15:20:19Z"	""	""	""	""	""	"F"	""
"Sonic Interactions in Virtual Environments"	"9783031040214; 9783031040214"	"10.1007/978-3-031-04021-4"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/59355/1/978-3-031-04021-4.pdf"	""	"20.500.12657/59355"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2022-11-18T14:20:06Z"	""	""	"Geronazzo, Michele"	""	""	"F"	""
"Embodied Dependencies and Freedoms : Artistic Communities and Patronage in Asia"	"9783110979855; 9783110979855; 9783110991109; 9783110979947"	"10.1515/9783110979855"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63511/1/9783110979855.pdf"	""	"20.500.12657/63511"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0"	"De Gruyter"	"monograph"	"2023"	"2023-06-20T06:30:41Z"	"5"	""	"Hegewald, Julia A.B."	""	""	"F"	""
"Narrating the Pilgrimage to Mecca : Historical and Contemporary Accounts"	"9789004513174; 9789004513174; 9789004513167"	"10.1163/9789004513174"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/76308/1/9789004513174.pdf"	""	"20.500.12657/76308"	""	"full text"	"Publication licence: https://creativecommons.org/licenses/by-nc-nd/4.0/"	"Brill"	"monograph"	"2023"	"2023-09-14T07:54:15Z"	""	""	"Buitelaar, Marjo"	""	""	"F"	""
"Technological Imagination in the Green and Digital Transition"	"9783031295157; 9783031295157; 9783031295140"	"10.1007/978-3-031-29515-7"	""	""	""	""	""	""	"https://library.oapen.org/bitstream/20.500.12657/63963/1/978-3-031-29515-7.pdf"	""	"20.500.12657/63963"	""	"full text"	"Publication licence: http://creativecommons.org/licenses/by/4.0/"	"Springer Nature"	"monograph"	"2023"	"2023-07-14T15:43:31Z"	""	""	"Arbizzani, Eugenio"	""	""	"F"	""
